Player,Age,Team,Pos,G,GS,Int,Yds,IntTD,Lng,PD,FF,Fmb,FR,Yds,FRTD,Sk,Comb,Solo,Ast,TFL,Sfty,Awards
Vinny Ciurciu,25,CAR,LB,15,1,0,0,0,0,1,0,0,0,0,0,0.0,16,13,3,0,0,
Jared Clauss,24,TEN,DT,15,1,0,0,0,0,0,0,0,0,0,0,0.5,22,16,6,1,0,
Aubrayo Franklin,25,BAL,DT,15,1,0,0,0,0,1,0,0,0,0,0,1.0,20,18,2,1,0,
Bryan Gilmore,27,MIA,WR,15,1,0,0,0,0,0,0,0,0,0,0,0.0,6,5,1,0,0,
Grant Irons,26,OAK,DE,15,1,0,0,0,0,0,0,0,0,0,0,0.0,8,7,1,0,0,
Eddie Jackson,25,MIA,DB,15,1,0,0,0,0,1,0,0,1,0,0,0.0,14,10,4,0,0,
Marlin Jackson,22,IND,DB,15,1,1,16,0,16,4,0,1,0,0,0,0.0,59,43,16,1,0,
Ed Jasper,32,OAK,DT,15,1,0,0,0,0,2,0,0,0,0,0,2.0,24,23,1,4,0,
Lance Johnstone,32,MIN,DE,15,1,0,0,0,0,0,0,0,0,0,0,7.5,20,15,5,10,0,
Corey McIntyre,26,CLE,FB,15,1,0,0,0,0,0,0,0,0,0,0,0.0,9,7,2,0,0,
Hannibal Navies,28,CIN,LB,15,1,0,0,0,0,0,1,0,1,0,0,0.0,11,10,1,0,0,
Robert Reynolds,24,TEN,LB,15,1,0,0,0,0,0,0,0,1,0,0,0.0,24,15,9,1,1,
Joe Tafoya,27,SEA,DE,15,1,0,0,0,0,1,1,0,1,0,0,1.0,33,20,13,3,0,
Chester Taylor,26,BAL,RB,15,1,0,0,0,0,0,0,3,0,0,0,0.0,9,9,0,0,0,
Andrae Thurman,25,2TM,WR,15,1,0,0,0,0,0,0,1,1,0,0,0.0,11,9,2,0,0,
Andrae Thurman,25,TEN,WR,5,0,0,0,0,0,0,0,0,0,0,0,0.0,4,2,2,0,0,
Andrae Thurman,25,GNB,WR,10,1,0,0,0,0,0,0,1,1,0,0,0.0,7,7,0,0,0,
Marcus Bell,26,DET,DT,15,0,0,0,0,0,0,1,0,0,0,0,0.0,32,22,10,1,0,
Peter Boulware,31,BAL,LB,15,0,0,0,0,0,1,0,0,0,0,0,2.5,9,5,4,2,0,
Matt Bryant,30,TAM,K,15,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,
Khary Campbell,26,WAS,LB,15,0,0,0,0,0,0,0,0,0,0,0,0.0,13,11,2,0,0,
Matt Chatham,28,NWE,LB,15,0,0,0,0,0,1,0,0,0,0,0,1.0,23,16,7,2,0,
Torrie Cox,25,TAM,DB,15,0,0,0,0,0,1,1,0,0,0,0,0.0,11,10,1,0,0,
Matt Giordano,23,IND,DB,15,0,0,0,0,0,1,0,0,0,0,0,0.0,15,11,4,0,0,
Jason Hanson,35,DET,K,15,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,
Chris Hoke,29,PIT,DT,15,0,0,0,0,0,0,0,0,0,0,0,0.0,12,7,5,1,0,
Chris Kluwe,24,MIN,P,15,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,
Reno Mahe,25,PHI,RB,15,0,0,0,0,0,0,0,2,3,0,0,0.0,8,5,3,0,0,
Fred McCrary,33,ATL,FB,15,0,0,0,0,0,0,0,0,0,0,0,0.0,9,8,1,0,0,
Kindal Moorehead,27,CAR,DT,15,0,0,0,0,0,3,1,0,2,0,0,5.0,24,19,5,5,0,
Sean Morey,29,PIT,WR,15,0,0,0,0,0,0,0,0,1,0,0,0.0,16,12,4,0,0,
Ryan Myers,25,NYJ,LB,15,0,0,0,0,0,0,0,0,0,0,0,0.0,12,8,4,0,0,
Joe Nedney,32,SFO,K,15,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,
Neil Rackers,29,ARI,K,15,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,"PB,AP-1"
Kemp Rasmussen,26,CAR,DE,15,0,0,0,0,0,1,0,0,1,0,0,0.0,19,14,5,0,0,
Darren Sproles,22,SDG,RB,15,0,0,0,0,0,0,0,3,1,0,0,0.0,0,0,0,0,0,
Johnathan Sullivan,24,NOR,DT,15,0,0,0,0,0,2,0,0,0,0,0,0.0,29,20,9,3,0,
Reggie Swinton,30,ARI,WR,15,0,0,0,0,0,0,0,2,1,0,0,0.0,0,0,0,0,0,
Tyson Thompson,24,DAL,RB,15,0,0,0,0,0,0,0,2,1,0,0,0.0,2,2,0,0,0,
Demetrin Veal,24,DEN,DE,15,0,0,0,0,0,0,0,0,1,0,0,1.0,25,19,6,5,1,
Drew Wahlroos,25,STL,LB,15,0,0,0,0,0,0,0,0,0,0,0,0.0,12,11,1,0,0,
B.J. Ward,24,BAL,DB,15,0,0,0,0,0,0,1,0,1,11,0,0.0,15,11,4,1,0,
Tracy White,24,JAX,LB,15,0,0,0,0,0,0,0,0,0,0,0,0.0,4,3,1,0,0,
Marcus Wilkins,25,CIN,LB,15,0,0,0,0,0,0,0,0,0,0,0,0.0,16,11,5,0,0,
Kenyatta Wright,27,NYJ,LB,15,0,0,0,0,0,0,0,0,0,0,0,0.0,13,10,3,0,0,
Adam Archuleta,28,STL,SS,14,14,1,85,1,85,4,0,0,1,0,0,3.5,70,54,16,4,0,
Champ Bailey,27,DEN,LCB,14,14,8,139,2,65,23,1,0,0,0,0,0.0,66,60,6,3,0,"PB,AP-1,AP DPoY-6"
Anquan Boldin,25,ARI,WR,14,14,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,
Chartric Darby,30,SEA,LDT,14,14,0,0,0,0,0,0,0,0,0,0,2.5,30,19,11,3,0,
James Darling,31,ARI,MLB,14,14,2,22,0,15,4,0,0,0,0,0,1.0,88,71,17,4,0,
James Farrior,30,PIT,LILB,14,14,0,0,0,0,4,2,0,1,0,0,2.0,121,76,45,7,0,
Mike Flanagan,32,GNB,C,14,14,0,0,0,0,0,0,3,1,-15,0,0.0,0,0,0,0,0,
Randall Godfrey,32,SDG,RILB,14,14,0,0,0,0,3,1,0,4,35,0,1.0,77,56,21,3,0,
James Hall,28,DET,RDE,14,14,0,0,0,0,1,3,0,0,0,0,5.0,60,52,8,8,0,
Albert Haynesworth,24,TEN,RDT,14,14,0,0,0,0,1,1,0,0,0,0,3.0,52,36,16,9,0,
Torry Holt,29,STL,WR,14,14,0,0,0,0,0,0,2,1,0,0,0.0,1,1,0,0,0,PB
LaMont Jordan,27,OAK,RB,14,14,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,
Bhawoh Jue,26,SDG,FS,14,14,3,28,0,20,8,0,0,0,0,0,0.0,47,34,13,0,0,
Chad Lavalais,26,ATL,RDT,14,14,0,0,0,0,2,0,0,0,0,0,2.5,25,17,8,3,0,
Leonard Little,31,STL,LDE,14,14,0,0,0,0,3,3,0,2,0,0,9.5,57,46,11,11,0,
Brandon Manumaleuna,25,STL,TE,14,14,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,
Kareem McKenzie,26,NYG,RT,14,14,0,0,0,0,,0,0,2,0,0,0.0,0,0,0,0,0,
Steve McNair,32,TEN,QB,14,14,0,0,0,0,0,0,7,2,-1,0,0.0,0,0,0,0,0,PB
Shaun Rogers,26,DET,LDT,14,14,0,0,0,0,2,2,0,1,21,1,5.5,41,30,11,9,0,PB
Bob Sanders,24,IND,FS,14,14,1,0,0,0,4,1,0,1,0,0,0.0,92,72,20,3,0,"PB,AP-1"
Darren Sharper,30,MIN,FS,14,14,9,276,2,92,16,0,1,1,14,0,0.0,52,42,10,3,0,"PB,AP-2"
Randy Thomas,29,WAS,RG,14,14,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,
Zach Thomas,32,MIA,MLB,14,14,1,0,0,0,3,4,0,1,0,0,2.0,162,107,55,13,0,"PB,AP-2"
Cadillac Williams,23,TAM,RB,14,14,0,0,0,0,0,0,3,1,0,0,0.0,0,0,0,0,0,AP ORoY-1
Kevin Williams,25,MIN,RDT,14,14,0,0,0,0,7,0,0,1,6,0,4.0,42,31,11,6,0,
Courtney Anderson,25,OAK,TE,14,13,0,0,0,0,0,0,1,0,0,0,0.0,,,,,0,
Courtney Brown,27,DEN,LDE,14,13,0,0,0,0,1,0,0,2,0,0,2.0,24,20,4,6,0,
Bobby Hamilton,34,OAK,LDE,14,13,0,0,0,0,4,1,0,2,8,0,2.0,56,50,6,5,0,
Chris Harris,23,CHI,FS,14,13,3,44,0,44,8,0,0,2,49,0,1.0,58,48,10,4,0,
Greg Jones,24,JAX,FB,14,13,0,0,0,0,0,0,0,0,0,0,0.0,4,4,0,0,0,
Chris McAlister,28,BAL,LCB,14,13,1,0,0,0,14,1,0,0,0,0,0.0,49,47,2,1,0,
Joe Salave'a,30,WAS,RDT,14,13,0,0,0,0,0,1,0,1,0,0,0.5,32,24,8,3,0,
Ian Scott,24,CHI,LDT,14,13,1,3,0,3,5,0,0,0,0,0,0.0,33,22,11,7,0,
Peter Sirmon,28,TEN,LLB,14,13,0,0,0,0,2,0,0,1,41,0,2.5,69,46,23,5,0,
T.J. Houshmandzadeh,28,CIN,WR,14,12,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,
Michael Jenkins,23,ATL,WR,14,12,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,
Igor Olshansky,23,SDG,RDE,14,12,0,0,0,0,0,0,0,0,0,0,3.0,29,18,11,2,0,
Matt Stewart,26,CLE,LOLB,14,12,1,0,0,0,3,1,0,0,0,0,0.0,40,28,12,2,0,
Tom Ashworth,28,NWE,RT,14,11,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,
Mike Adams,24,SFO,FS,14,10,4,36,1,40,10,1,0,1,0,0,1.0,77,59,18,3,0,
Mark Clayton,23,BAL,WR,14,10,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,
Michael Clayton,23,TAM,WR,14,10,0,0,0,0,0,0,1,0,0,0,0.0,2,2,0,0,0,
Sam Adams,32,BUF,LDT,14,9,0,0,0,0,0,0,0,0,0,0,3.0,19,15,4,5,0,
Nick Leckey,23,ARI,C,14,9,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,
Reggie Torbor,24,NYG,LLB,14,9,1,37,0,37,3,1,0,1,0,0,0.0,45,34,11,6,0,
Brian Williams,26,MIN,RCB,14,9,4,59,0,31,9,2,1,0,0,0,1.0,48,36,12,1,0,
Chris Claiborne,27,STL,MLB,14,7,0,0,0,0,0,1,0,0,0,0,0.5,51,43,8,4,0,
Warrick Holdman,30,WAS,RLB,14,7,0,0,0,0,1,0,0,1,0,0,0.0,23,16,7,0,0,
Anthony Clement,29,SFO,LT,14,6,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,
Chris Henry,22,CIN,WR,14,5,0,0,0,0,0,0,2,0,0,0,0.0,,,,,0,
Derrick Johnson,23,SFO,RCB,14,5,0,0,0,0,4,0,0,1,78,1,1.0,40,33,7,2,0,
David Pollack,23,CIN,LLB,14,5,0,0,0,0,1,0,0,1,6,0,4.5,28,22,6,6,0,
Koren Robinson,25,MIN,WR,14,5,0,0,0,0,0,0,2,0,0,0,0.0,,,,,0,"PB,AP CPoY-5"
Adrien Clarke,24,PHI,G,14,4,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,
Tony Fisher,26,GNB,RB,14,4,0,0,0,0,0,0,2,2,0,0,0.0,3,2,1,0,0,
Lamar Gordon,25,PHI,RB,14,4,0,0,0,0,0,0,3,1,1,0,0.0,0,0,0,0,0,
Mike Williams,21,DET,WR,14,4,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,
Ryan Fowler,23,DAL,LB,14,3,0,0,0,0,0,1,0,1,9,0,0.0,29,23,6,2,0,
Maurice Hicks,27,SFO,RB,14,3,0,0,0,0,0,0,0,0,0,0,0.0,12,10,2,0,0,
Chris Horn,28,KAN,WR,14,3,0,0,0,0,0,0,0,0,0,0,0.0,11,11,0,0,0,
Lousaka Polite,24,DAL,RB,14,3,0,0,0,0,0,0,0,2,0,0,0.0,2,2,0,0,0,
Tony Stewart,26,CIN,TE,14,3,0,0,0,0,0,0,0,0,0,0,0.0,8,4,4,0,0,
Jerome Carter,23,STL,DB,14,2,0,0,0,0,0,1,0,0,0,0,0.0,45,36,9,1,0,
Casey Fitzsimmons,25,DET,TE,14,2,0,0,0,0,0,0,0,0,0,0,0.0,10,10,0,0,0,
Carlos Hall,26,KAN,DE,14,2,0,0,0,0,4,2,0,1,0,0,1.0,14,11,3,2,0,
Todd Johnson,27,CHI,DB,14,2,0,0,0,0,0,0,0,0,0,0,0.0,37,29,8,0,0,
Chris Perry,24,CIN,RB,14,2,0,0,0,0,0,0,2,1,0,0,0.0,0,0,0,0,0,
Dontarrious Thomas,25,MIN,LB,14,2,0,0,0,0,2,0,0,0,0,0,0.0,48,35,13,0,0,
Darryl Blackstock,22,ARI,LB,14,1,0,0,0,0,0,1,0,0,0,0,1.0,20,16,4,0,0,
Chris Clemons,24,WAS,DE,14,1,0,0,0,0,1,1,0,0,0,0,2.0,9,8,1,2,0,
Frank Gore,22,SFO,RB,14,1,0,0,0,0,0,0,2,1,0,0,0.0,0,0,0,0,0,
Leon Joe,24,CHI,LB,14,1,0,0,0,0,0,0,0,0,0,0,0.0,30,26,4,0,0,
Kalvin Pearson,27,TAM,DB,14,1,0,0,0,0,2,0,0,1,0,0,0.0,29,24,5,0,0,
Jason Simmons,29,HOU,DB,14,1,0,0,0,0,1,1,0,1,0,0,1.0,28,22,6,2,0,
Justin Tuck,22,NYG,DE,14,1,0,0,0,0,1,1,0,0,0,0,1.0,31,26,5,1,0,
Jimmy Williams,26,SEA,DB,14,1,2,6,0,6,5,0,2,1,0,0,0.0,45,35,10,0,0,
Kris Wilson,24,KAN,TE,14,1,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,
Derrick Wimbush,25,JAX,RB,14,1,0,0,0,0,0,0,1,0,0,0,0.0,12,10,2,0,0,
Kenderick Allen,27,NYG,DT,14,0,0,0,0,0,0,0,0,2,2,0,2.0,20,14,6,4,0,
Rashad Baker,23,BUF,DB,14,0,1,18,0,18,2,0,0,0,0,0,1.0,18,13,5,1,0,
Sam Brandon,26,DEN,DB,14,0,0,0,0,0,3,1,0,1,0,0,0.0,25,17,8,1,0,
Patrick Chukwurah,26,DEN,LB,14,0,0,0,0,0,1,0,0,0,0,0,0.0,7,5,2,0,0,
Ricardo Colclough,22,PIT,DB,14,0,1,14,0,14,2,0,1,0,0,0,1.0,32,26,6,1,0,
Josh Cribbs,22,CLE,WR,14,0,0,0,0,0,0,0,4,0,0,0,0.0,15,12,3,0,0,
Ronnie Cruz,24,KAN,RB,14,0,0,0,0,0,0,0,0,0,0,0,0.0,6,5,1,0,0,
Todd Devoe,25,DEN,WR,14,0,0,0,0,0,0,0,0,2,0,0,0.0,8,8,0,0,0,
Joel Dreessen,23,NYJ,TE,14,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,
T.J. Duckett,24,ATL,RB,14,0,0,0,0,0,0,0,2,0,0,0,0.0,,,,,0,
John Engelberger,29,DEN,DE,14,0,0,0,0,0,0,0,0,0,0,0,0.0,16,13,3,2,0,
Justin Fargas,25,OAK,FB,14,0,0,0,0,0,0,0,0,0,0,0,0.0,8,8,0,0,0,
Jamar Fletcher,26,SDG,DB,14,0,1,19,0,19,5,0,0,0,0,0,1.0,29,21,8,1,0,
Vernon Fox,26,DET,DB,14,0,0,0,0,0,0,0,0,0,0,0,0.0,11,7,4,0,0,
Louis Green,26,DEN,LB,14,0,0,0,0,0,0,0,0,0,0,0,0.0,10,8,2,0,0,
Verron Haynes,26,PIT,RB,14,0,0,0,0,0,0,0,2,1,0,0,0.0,4,4,0,0,0,
Rob Morris,30,IND,LB,14,0,0,0,0,0,2,0,0,1,0,0,0.0,33,24,9,2,0,
Harold Morrow,32,ARI,FB,14,0,0,0,0,0,0,0,0,0,0,0,0.0,16,14,2,0,0,
Sione Pouha,26,NYJ,DT,14,0,0,0,0,0,1,0,0,0,0,0,0.0,9,7,2,0,0,
B.J. Sander,25,GNB,P,14,0,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,
Junior Siavii,27,KAN,DT,14,0,0,0,0,0,0,0,0,1,0,0,0.0,6,5,1,0,0,
Corey Smith,26,SFO,DE,14,0,0,0,0,0,1,0,0,0,0,0,0.0,12,12,0,0,0,
Nick Speegle,24,CLE,LB,14,0,0,0,0,0,0,0,0,1,0,0,0.0,10,9,1,0,0,
Derrick Ward,25,NYG,RB,14,0,0,0,0,0,0,0,0,0,0,0,0.0,7,5,2,0,0,
Aaron Brooks,29,NOR,QB,13,13,0,0,0,0,0,0,4,2,-12,0,0.0,0,0,0,0,0,
Ryan Clark,26,WAS,SS,13,13,3,10,0,6,5,1,0,0,0,0,0.5,59,44,15,0,0,
Shaun Ellis,28,NYJ,LDE,13,13,0,0,0,0,0,1,0,0,0,0,2.5,38,31,7,4,0,
Bobby Engram,32,SEA,WR,13,13,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,
Steve Foley,30,SDG,ROLB,13,13,0,0,0,0,3,1,0,0,0,0,4.5,38,28,10,7,0,
Clark Haggans,28,PIT,LOLB,13,13,0,0,0,0,2,4,0,0,0,0,9.0,61,42,19,7,0,
Joe Horn,33,NOR,WR,13,13,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,
Andre Johnson,24,HOU,WR,13,13,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,
Kevin Jones,23,DET,RB,13,13,0,0,0,0,0,0,2,2,23,0,0.0,0,0,0,0,0,
Cato June,26,IND,RLB,13,13,5,115,2,36,7,0,0,0,0,0,0.0,103,68,35,1,0,"PB,AP-2"
Dan Morgan,27,CAR,MLB,13,13,0,0,0,0,2,1,0,1,0,0,3.0,77,59,18,4,0,
Jermaine Phillips,26,TAM,SS,13,13,0,0,0,0,3,0,0,0,0,0,0.0,61,46,15,2,0,
Antonio Pierce,27,NYG,MLB,13,13,2,41,0,24,11,1,0,2,12,1,2.5,100,80,20,7,0,
Corey Simon,28,IND,LDT,13,13,0,0,0,0,2,1,0,0,0,0,0.0,35,26,9,6,0,
Keith Traylor,36,MIA,LDT,13,13,0,0,0,0,2,0,0,0,0,0,2.0,32,22,10,3,0,
Bryant Young,33,SFO,LDE,13,13,0,0,0,0,2,2,0,0,0,0,8.0,36,32,4,9,0,
Drayton Florence,25,SDG,RCB,13,12,1,9,0,9,11,0,1,0,0,0,0.0,54,47,7,1,0,
Cornelius Griffin,29,WAS,LDT,13,12,1,0,0,0,2,1,0,1,0,0,4.0,35,34,1,8,0,
Walt Harris,31,WAS,LCB,13,12,1,0,0,0,11,0,0,0,0,0,0.0,57,49,8,4,0,
Hunter Hillenmeyer,25,CHI,LLB,13,12,1,0,0,0,2,0,0,0,0,0,1.0,63,45,18,4,0,
Sedrick Hodge,27,NOR,LLB,13,12,0,0,0,0,1,0,0,0,0,0,0.0,51,36,15,2,0,
Julius Jones,24,DAL,RB,13,12,0,0,0,0,0,0,4,1,0,0,0.0,0,0,0,0,0,
Montae Reagor,28,IND,RDT,13,12,0,0,0,0,0,0,0,4,37,1,5.5,36,27,9,7,0,
Dewayne Robertson,24,NYJ,RDT,13,12,0,0,0,0,1,1,0,0,0,0,3.5,43,28,15,3,0,
Darwin Walker,28,PHI,RDT,13,12,0,0,0,0,0,1,0,2,18,0,2.5,29,24,5,3,0,
Leigh Bodden,24,CLE,RCB,13,11,3,6,0,6,17,2,0,0,0,0,0.0,58,47,11,3,0,
Stephen Davis,31,CAR,RB,13,11,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,
Marcus Tubbs,24,SEA,RDT,13,11,0,0,0,0,2,2,0,1,0,0,5.5,40,27,13,3,0,
Demarcus Faggins,26,HOU,LCB,13,10,0,0,0,0,6,0,0,0,0,0,0.0,50,42,8,0,0,
Keith Newman,28,MIN,LLB,13,10,1,1,0,1,3,1,0,1,0,0,3.0,42,29,13,5,0,
Leander Jordan,28,SDG,LT,13,9,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,
Will Allen,23,TAM,FS,13,8,3,26,0,26,4,0,0,1,33,1,0.0,49,34,15,2,0,
LaVar Arrington,27,WAS,RLB,13,8,0,0,0,0,1,0,0,0,0,0,0.0,47,39,8,5,0,
David Barrett,28,NYJ,RCB,13,8,5,28,0,13,12,2,1,1,30,0,0.0,49,41,8,3,0,
Andre Woolfolk,25,TEN,LCB,13,7,1,3,0,3,7,1,0,1,8,0,0.0,55,42,13,1,0,
Courtney Roby,22,TEN,WR,13,6,0,0,0,0,0,0,1,0,0,0,0.0,2,1,1,0,0,
Ovie Mughelli,25,BAL,FB,13,5,0,0,0,0,0,0,1,0,0,0,0.0,10,8,2,0,0,
Shaun Smith,24,CIN,LDT,13,5,0,0,0,0,0,0,0,0,0,0,0.0,26,18,8,2,0,
Robert Tate,32,ARI,LCB,13,5,2,47,0,25,4,1,0,0,0,0,0.0,38,36,2,1,0,
Michael Stone,27,NWE,DB,13,3,0,0,0,0,0,0,0,0,0,0,0.0,46,40,6,2,0,
Daniel Wilcox,28,BAL,TE,13,3,0,0,0,0,0,0,0,1,0,0,0.0,14,12,2,0,0,
Marion Barber III,22,DAL,RB,13,2,0,0,0,0,0,0,3,3,-5,0,0.0,2,1,1,0,0,
Donte Curry,27,DET,LB,13,2,0,0,0,0,0,0,0,0,0,0,0.0,38,28,10,1,0,
Troy Fleming,25,TEN,RB,13,2,0,0,0,0,0,0,0,1,0,0,0.0,7,7,0,0,0,
Antwan Lake,26,ATL,DE,13,2,0,0,0,0,0,2,0,0,0,0,3.5,18,11,7,2,1,
Grey Ruegamer,29,GNB,G,13,2,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,
Ryan Boschetti,24,WAS,DT,13,1,0,0,0,0,0,0,0,0,0,0,0.0,7,5,2,0,0,
Matt Bowen,29,WAS,DB,13,1,0,0,0,0,3,0,0,0,0,0,0.0,14,13,1,0,0,
Curome Cox,24,DEN,DB,13,1,1,48,0,48,5,0,0,0,0,0,0.0,19,17,2,0,0,
Steve Gleason,28,NOR,DB,13,1,0,0,0,0,0,0,0,0,0,0,0.0,14,12,2,0,0,
Chris Johnson,26,STL,DB,13,1,0,0,0,0,4,1,2,1,0,0,0.0,45,42,3,3,0,
Brian Jones,24,JAX,TE,13,1,0,0,0,0,0,0,0,0,0,0,0.0,9,9,0,0,0,
Dominic Rhodes,26,IND,RB,13,1,0,0,0,0,0,0,2,0,0,0,0.0,1,1,0,0,0,
Stephen Spach,23,PHI,TE,13,1,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,
Blue Adams,26,TAM,DB,13,0,0,0,0,0,0,0,0,0,0,0,0.0,14,11,3,0,0,
Tully Banta-Cain,25,NWE,LB,13,0,0,0,0,0,0,0,0,0,0,0,0.5,9,6,3,0,0,
Jon Bradley,24,TAM,DT,13,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,
Kevin Burnett,23,DAL,LB,13,0,0,0,0,0,0,0,0,0,0,0,1.0,18,14,4,1,0,
Ciatrick Fason,23,MIN,RB,13,0,0,0,0,0,0,0,1,0,0,0,0.0,1,1,0,0,0,
Rich Gardner,24,TEN,DB,13,0,0,0,0,0,0,0,0,0,0,0,0.0,11,7,4,0,0,
Robbie Gould,23,CHI,K,13,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,
Will Hunter,26,MIN,DB,13,0,0,0,0,0,0,0,0,0,0,0,0.0,12,10,2,0,0,
Robert Mathis,24,IND,DE,13,0,0,0,0,0,2,8,0,0,0,0,11.5,56,45,11,10,0,
Mel Mitchell,26,NOR,DB,13,0,0,0,0,0,0,0,0,0,0,0,0.0,7,6,1,0,0,
Don Muhlbach,24,DET,LS,13,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,
Ryan Neufeld,30,BUF,TE,13,0,0,0,0,0,0,0,0,0,0,0,0.0,8,5,3,0,0,
Karl Paymah,23,DEN,DB,13,0,0,0,0,0,0,0,0,0,0,0,0.0,14,11,3,0,0,
Jarrett Payton,25,TEN,RB,13,0,0,0,0,0,0,0,0,1,0,0,0.0,4,2,2,0,0,
Brodney Pool,21,CLE,DB,13,0,1,1,0,1,5,0,0,2,0,0,1.0,35,26,9,1,0,
David Tyree,25,NYG,WR,13,0,0,0,0,0,0,0,1,1,0,0,0.0,16,13,3,0,0,PB
Coy Wire,27,BUF,DB,13,0,0,0,0,0,0,1,0,0,0,0,0.0,10,7,3,1,0,
Mike Wright,23,NWE,DT,13,0,0,0,0,0,0,0,0,0,0,0,0.0,13,9,4,1,0,
Kevan Barlow,26,SFO,RB,12,12,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,
Mike Brown,27,CHI,SS,12,12,3,116,1,72,6,1,0,0,0,0,1.0,72,63,9,1,0,"PB,AP-2"
Terrence Kiel,25,SDG,SS,12,12,0,0,0,0,6,1,0,1,0,0,1.0,59,49,10,1,0,
D.D. Lewis,26,SEA,RLB,12,12,0,0,0,0,1,1,0,0,0,0,0.0,64,46,18,4,0,
Curtis Martin,32,NYJ,RB,12,12,0,0,0,0,0,0,2,2,0,0,0.0,1,0,1,0,0,
Ben Roethlisberger,23,PIT,QB,12,12,0,0,0,0,0,0,2,1,-1,0,0.0,0,0,0,0,0,
Oliver Ross,31,ARI,RT,12,12,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,
Richard Seymour,26,NWE,RDE,12,12,0,0,0,0,4,1,0,1,0,0,4.0,47,36,11,8,0,"PB,AP-1"
Alex Barron,23,STL,RT,12,11,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,
Dre' Bly,28,DET,RCB,12,11,6,54,0,28,13,3,1,1,0,0,0.0,45,41,4,0,0,
Joey Harrington,27,DET,QB,12,11,0,0,0,0,0,0,7,1,-3,0,0.0,0,0,0,0,0,
Bruce Thornton,25,SFO,LCB,12,11,2,0,0,0,8,0,0,0,0,0,0.0,41,37,4,0,0,
Corey Dillon,31,NWE,RB,12,10,0,0,0,0,0,0,1,0,0,0,0.0,,,,,0,
Anthony Henry,29,DAL,RCB,12,10,3,102,1,58,14,1,0,0,0,0,0.0,49,40,9,0,0,
Nate Burleson,24,MIN,WR,12,9,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,
Dexter Coakley,33,STL,RLB,12,9,1,16,0,16,2,1,0,0,0,0,2.0,38,28,10,3,0,
Darren Howard,29,NOR,LDE,12,9,0,0,0,0,2,2,0,2,-2,0,3.5,33,24,9,6,0,
Samie Parker,24,KAN,WR,12,9,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,
Darrent Williams,23,DEN,RCB,12,9,2,108,1,80,10,1,2,1,0,0,1.0,54,50,4,2,0,
Antonio Smith,24,ARI,RDE,12,8,0,0,0,0,0,0,0,0,0,0,3.0,24,23,1,7,0,
Tyrone Calico,25,TEN,WR,12,6,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,
Kelly Herndon,29,SEA,LCB,12,6,2,12,0,10,9,1,0,0,0,0,0.0,55,51,4,1,0,
Kenyon Coleman,26,DAL,LDE,12,5,0,0,0,0,0,0,0,0,0,0,0.5,17,11,6,0,0,
Eric Green,23,ARI,LCB,12,5,1,13,0,13,6,1,0,1,0,0,0.0,42,37,5,0,0,
Dexter McCleon,32,KAN,RCB,12,5,2,0,0,0,7,0,0,0,0,0,0.0,21,20,1,0,0,
